song_id,ground_truth,kmeans,agglo,dbscan
VALORANT - _one,VALORANT - ,90,2,-1
VALORANT - Die For You,unknown,72,5,20
SpotiDownloader.com - One More Hour - Tame Impala,unknown,4,20,33
Jvke - this is what losing someone feels like,unknown,89,95,-1
League of Legends - Get Jinxed,unknown,83,10,0
spotifydown.com - Miss Me Too,unknown,44,81,109
Harry Styles - Kiwi,unknown,68,27,27
SpotiMate.io - Only Girl _In The World_ - Rihanna,SpotiMate.io - Only Girl ,5,10,0
SpotiDownloader.com - Next Semester - Twenty One Pilots,unknown,47,34,175
spotifydown.com - Off To The Races - Lana Del Rey,unknown,92,50,43
HEARTSTEEL - PARANOIA,unknown,31,10,22
Cyn - Drinks,unknown,30,96,204
Emlyn_god_sent_me_as_karma,Emlyn,31,2,-1
Dean Lewis - Hurtless,unknown,39,23,201
Bon Jovi - It's My Life,unknown,47,34,20
spotifydown.com - Become the Beast - Karliene,unknown,60,98,-1
spotifydown.com - Cry Evil!,unknown,38,70,-1
[SPOTDOWNLOADER.COM] Heaven,unknown,69,4,-1
SpotiDownloader.com - Breathe - Olly Alexander (Years & Years),unknown,37,80,-1
The Killers - Somebody Told Me,unknown,102,8,21
Chinchilla - Little Girl Gone,unknown,65,2,-1
SpotiDownloader.com - Bad At Love - Halsey,unknown,38,8,-1
spotifydown.com - TEXAS HOLD 'EM,unknown,30,96,176
"Mickey Valen, Joey Myron - Chills (Dark Version)",unknown,70,40,0
spotifydown.com - Oblivions,unknown,59,100,-1
SpotiDownloader.com - Past Lives - BØRNS,unknown,41,71,-1
SpotiDownloader.com - One Dance - Drake,unknown,88,38,-1
spotidownloader.com - Busy Woman - Sabrina Carpenter,unknown,5,68,8
spotifydown.com - Stardust,unknown,24,12,-1
spotifydown.com - Use Somebody - Kings of Leon,unknown,51,95,-1
SpotiDownloader.com - twilight zone - Ariana Grande,unknown,64,56,-1
spotifydown.com - Monsters (feat. blackbear) - All Time Low,unknown,72,5,20
spotifydown.com - Wicked Game,unknown,35,39,192
SpotiDownloader.com - Bad At Love - Halsey,unknown,53,85,14
Lady_Gaga_Bloody_Mary,Lady,70,57,0
SpotiMate.io - What Have They Done To Us _ft. Sasha Alex Sloan_ _from the series Arcane League of Legends_ - Mako,SpotiMate.io - What Have They Done To Us ,37,45,-1
spotifydown.com - Little Lion Man,unknown,46,57,52
Jagwar Twin - Bad Feeling (Oompa Loompa),unknown,43,18,-1
Meg Smith - Cross My Heart I Hope U Die,unknown,46,57,32
Chicago - Cell Block Tango,unknown,42,63,-1
RudyWade - Trapped in a Dream,unknown,38,8,-1
spotifydown.com - Alrighty Aphrodite,unknown,80,39,121
SpotiDownloader.com - Anxiety - Doechii,unknown,44,81,58
SpotiMate.io - Good Looking - Suki Waterhouse,unknown,38,9,6
Little Mermaid - Poor Unfortunate Souls,unknown,45,7,199
spotidownloader.com - Sunburn - Brian Cheng,unknown,27,67,158
SpotiMate.io - I Bet on Losing Dogs - Mitski,unknown,53,62,14
SpotiMate.io - Francis Forever - Mitski,unknown,83,10,0
Sad Night Dynamite - Smoke Hole (Edit),unknown,16,69,-1
I Monster - Who Is She,unknown,51,95,-1
Peter Gabriel - Heroes,unknown,81,30,-1
YUNGBLUD - breakdown.,unknown,5,68,0
[SPOTDOWNLOADER.COM] Moonlit Floor (Kiss Me),unknown,90,28,-1
SpotiDownloader.com - Apocalypse - Cigarettes After Sex,unknown,84,86,-1
spotifydown.com - Desire,unknown,9,62,-1
[SPOTDOWNLOADER.COM] It's ok I'm ok,unknown,65,2,-1
11. What Could Have Been feat. Ray Chen (from the series Arcane League of Legends),unknown,1,95,-1
Sabai - Scared,unknown,5,68,8
spotifydown.com - I.Crawl - Childish Gambino,unknown,25,42,12
girl in red - Rue,unknown,97,3,-1
SpotiDownloader.com - Duvet - bôa,unknown,9,14,11
Linkin Park - Friendly Fire,unknown,68,34,27
Jamie_Muscato_Meant_to_be_Yours,Jamie,70,40,-1
Britney Spears - Circus,unknown,100,9,133
The Struts - Could Have Been Me,unknown,11,11,-1
Creepy Nuts - Bling-Bang-Bang-Born,unknown,30,96,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,89,102,202
spotifydown.com - Desire,unknown,9,62,-1
Stela_Cole_I_Shot_Cupid,Stela,100,18,-1
03. Goodbye (from the series Arcane League of Legends),unknown,64,56,-1
spotifydown.com - Hellfire (from the series Arcane League of Legends),unknown,100,38,-1
Lewis Capaldi - Bruises,unknown,13,58,-1
I've Had Enough - Melina KB,unknown,103,51,-1
[SPOTDOWNLOADER.COM] Big Dawgs,unknown,90,68,0
spotifydown.com - Stargazing,unknown,9,14,-1
01 Coven - 2021,unknown,11,25,-1
SpotiDownloader.com - Elastic Heart - Sia,unknown,102,8,203
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,81,59,-1
SpotiDownloader.com - Nightmare - Halsey,unknown,5,68,0
Henry Moodie - drunk text,unknown,49,31,-1
04. Dirty Little Animals (from the series Arcane League of Legends),unknown,72,5,20
Mother Mother - Verbatim,unknown,16,30,-1
SpotiDownloader.com - Alone - Halsey,unknown,70,40,-1
Ólafur Arnalds - The Journey,unknown,8,55,-1
SpotiDownloader.com - One More Hour - Tame Impala,unknown,94,17,-1
[SPOTDOWNLOADER.COM] Psycho Killer - 2005 Remaster,unknown,65,2,85
Chicago - Cell Block Tango,unknown,22,35,166
Vendetta- Unsecret,unknown,4,20,33
spotifydown.com - Illusion,unknown,33,89,-1
The Marías - Hush,unknown,23,36,-1
spotifydown.com - Let Me Follow,unknown,66,45,189
SpotiDownloader.com - TYRANT - Beyoncé,unknown,5,2,159
Angels - Vicetone (Edit),unknown,38,9,-1
spotifydown.com - Stardust,unknown,23,36,-1
Sara Kays - Remember That Night,unknown,30,96,204
spotifydown.com - Eleanor Rigby,unknown,94,17,-1
SpotiDownloader.com - Tangerine (feat. d4vd) - Damiano David,unknown,10,70,-1
SpotiDownloader.com - Can't Hold Us (feat. Ray Dalton) - Macklemore,unknown,77,76,-1
spotifydown.com - Slow It Down,unknown,96,80,-1
SpotiDownloader.com - Sonne - Rammstein,unknown,83,5,25
SpotiDownloader.com - Hold My Hand - Jess Glynne,unknown,9,62,14
[SPOTDOWNLOADER.COM] cross my heart,unknown,7,37,-1
Besomorph - Army,unknown,2,11,-1
Djerv - Rebel Heart (from the series Arcane League of Legends),unknown,68,27,13
SpotiDownloader.com - dying on the inside - Nessa Barrett,unknown,31,10,22
SpotiDownloader.com - Blow - Kesha,unknown,28,5,-1
Chicago - Cell Block Tango,unknown,40,22,205
Joel Sunny - Luminary,unknown,67,13,-1
Jvke - this is what sadness feels like,unknown,86,98,105
spotifydown.com - Baby Blue Movie,unknown,98,6,-1
SpotiMate.io - TIT FOR TAT - Tate McRae,unknown,40,48,-1
Cavetown_Devil_Town,Cavetown,39,23,-1
Barns Courtney - Glitter & Gold,unknown,92,50,-1
MØØNWATER_Darkside,MØØNWATER,15,60,-1
spotifydown.com - I.Crawl - Childish Gambino,unknown,25,42,12
[SPOTDOWNLOADER.COM] Pink Pony Club,unknown,16,69,171
Chicago - Cell Block Tango,unknown,60,92,79
[SPOTDOWNLOADER.COM] Sailor Song,unknown,78,53,-1
SpotiMate.io - Poker Face - Lady Gaga,unknown,102,8,-1
SpotiDownloader.com - EGO - Qing Madi,unknown,14,1,-1
Isabel LaRosa - im yours,unknown,100,38,-1
spotifydown.com - Mystery of Love,unknown,50,3,-1
spotifydown.com - Highway to Hell,unknown,77,54,-1
spotifydown.com - Goddess,unknown,71,16,-1
SpotiDownloader.com - Bloodline (with Jelly Roll) - Alex Warren,unknown,26,20,-1
spotifydown.com - Let Me Follow,unknown,66,45,189
spotifydown.com - Sucker (from the series Arcane League of Legends),unknown,38,18,75
spotifydown.com - Stardust,unknown,24,12,-1
SpotiDownloader.com - Kiss Me - Sixpence None The Richer,unknown,102,29,-1
SpotiMate.io - Alejandro - Lady Gaga,unknown,5,68,173
Lexi Jayde - drunk text me,unknown,46,57,15
Ethan_Bortnick_engravings,Ethan,64,56,143
SpotiDownloader.com - would've been you - sombr,unknown,50,3,-1
spotifydown.com - Whatever,unknown,28,8,-1
[SPOTDOWNLOADER.COM] American Cliché,unknown,100,89,-1
spotifydown.com - Houdini,unknown,5,68,0
Ashnikko - Paint The Town Blue (from the series Arcane League of Legends),unknown,5,38,-1
Phoenix,unknown,39,62,4
SpotiDownloader.com - Breathe - Olly Alexander (Years & Years),unknown,3,52,-1
[SPOTDOWNLOADER.COM] Red Wine Supernova (1),unknown,100,9,-1
[SPOTDOWNLOADER.COM] Killer Queen - Remastered 2011,unknown,103,51,-1
Cute_Whore_Cult_Leader,Cute,44,81,115
04 Running Up That Hill (A Deal with,unknown,24,19,80
spotifydown.com - Wicked Game,unknown,27,48,-1
SpotiMate.io - Dernière danse - Indila,unknown,84,101,188
spotifydown.com - Messy - Lola Young,unknown,84,101,127
SpotiDownloader.com - Born With a Broken Heart - Damiano David,unknown,72,29,97
spotifydown.com - Wicked Game,unknown,62,0,-1
"Gracie Abrams - I miss you, I’m sorry",unknown,30,44,-1
League_of_Legends_Worlds_Collide,League,57,97,-1
SpotiMate.io - One More Night - Maroon 5,unknown,43,18,-1
spotifydown.com - Two Men in Love,unknown,71,16,-1
spotifydown.com - CORALINE - Måneskin,unknown,69,4,28
Chase Atlantic - Slow Down,unknown,51,54,-1
Natasha_Blume_Black_Sea,Natasha,53,40,0
My Chemical Romance - Teenagers,unknown,38,9,206
spotifydown.com - Off To The Races - Lana Del Rey,unknown,57,97,146
SpotiMate.io - Salvatore - Lana Del Rey,unknown,85,12,-1
SpotiDownloader.com - Eyes Closed - Imagine Dragons,unknown,9,14,-1
Jessie Murph - Pray,unknown,76,26,-1
spotifydown.com - Becky's So Hot,unknown,68,27,103
Grace_VanderWaal_Burned,Grace,16,70,-1
Peter Gabriel - Heroes,unknown,52,94,-1
Laura Karpman - Ms. Marvel Suite,unknown,78,30,-1
[SPOTDOWNLOADER.COM] Creatures in Heaven,unknown,9,14,89
spotifydown.com - Every Breath You Take - The Police,unknown,85,12,-1
Lana Del Rey – Season of the Witch,unknown,62,1,-1
"spotifydown.com - 100,000 People",unknown,44,81,115
ABBA_Money_Money_Money,ABBA,16,70,17
spotifydown.com - Let Me Follow,unknown,66,16,-1
Chloe_Adams_Dirty_Thoughts,Chloe,39,23,-1
spotidownloader.com - After Midnight - Chappell Roan,unknown,5,68,0
Arctic Monkeys - Do I Wanna Know,unknown,57,64,139
[SPOTDOWNLOADER.COM] Monster,unknown,10,70,17
SpotiMate.io - Alejandro - Lady Gaga,unknown,5,68,173
spotifydown.com - Rockstar,unknown,43,18,-1
emlyn - temporary funeral,unknown,3,52,-1
Teddy Swims - Lose Control,unknown,53,85,14
Mother Mother - Hayloft,unknown,47,34,20
Chinchilla - Little Girl Gone,unknown,100,38,31
Poor Marionette - Sarah Cothran,unknown,30,96,-1
SpotiMate.io - Folded - Kehlani,unknown,100,38,-1
[SPOTDOWNLOADER.COM] Move,unknown,37,80,-1
spotidownloader.com - After Midnight - Chappell Roan,unknown,5,68,0
SpotiDownloader.com - Alter Ego (with JT) - Doechii,unknown,90,74,-1
[SPOTDOWNLOADER.COM] Heavydirtysoul,unknown,38,9,41
Run Boy Run - Woodkid,unknown,4,54,-1
spotifydown.com - Washing Machine Heart,unknown,32,50,191
Besomorph - Not The One,unknown,84,101,117
Stileto_Cravin_,Stileto,56,30,55
spotifydown.com - II MOST WANTED,unknown,76,26,129
spotifydown.com - I Feel Like I'm Drowning - Two Feet,unknown,87,22,-1
Mother Mother - Verbatim,unknown,103,51,-1
09. Snakes (from the series Arcane League of Legends),unknown,72,34,20
Kat_Leon_I_ll_Make_You_Love_Me,Kat,15,99,-1
spotifydown.com - Different Kind Of Beautiful,unknown,9,14,7
rhianne - Somewhere Only We Know,unknown,62,58,-1
SpotiDownloader.com - Eyes Closed - Imagine Dragons,unknown,9,14,-1
[SPOTDOWNLOADER.COM] Too Well,unknown,46,9,35
Mad_Tsai_killer_queen,Mad,102,8,72
Bebe Rexha - I'm Gonna Show You Crazy,unknown,9,62,19
[SPOTDOWNLOADER.COM] Zombie,unknown,47,34,27
SpotiDownloader.com - MAMMAMIA - Måneskin,unknown,83,10,0
SpotiMate.io - Stay - Rihanna,unknown,18,32,-1
Billie Eilish - you should see me in a crown,unknown,64,56,-1
League of Legends - Worlds Collide,unknown,85,12,-1
SpotiDownloader.com - Elastic Heart - Sia,unknown,32,29,2
SpotiDownloader.com - Honeypie - JAWNY,unknown,38,9,-1
spotifydown.com - Better People To Leave On Read,unknown,88,0,116
The Marías - Hush,unknown,64,56,-1
[SPOTDOWNLOADER.COM] He's My Man,unknown,2,21,-1
SpotiDownloader.com - LABOUR - the cacophony - Paris Paloma,unknown,44,81,-1
Peter Gabriel - Heroes,unknown,61,41,-1
SpotiDownloader.com - Lover Girl - Laufey,unknown,44,81,180
spotifydown.com - I Was Made For Lovin’ You (from The Fall Guy) [Orchestral Version],unknown,76,26,-1
I Monster - Who Is She,unknown,78,53,128
Lewis Blissett - Killing Butterflies,unknown,15,99,98
spotifydown.com - Close To You,unknown,9,14,14
spotidownloader.com - Picture You - Chappell Roan,unknown,92,50,118
spotifydown.com - Iris - The Goo Goo Dolls,unknown,96,80,71
VALORANT - RE-IGNITION,unknown,60,70,-1
Sabrina Carpenter - Feather,unknown,33,89,-1
spotifydown.com - Messy - Lola Young,unknown,34,84,-1
The Whole Being Dead Thing,unknown,16,69,-1
SpotiDownloader.com - Hard Times - Paramore,unknown,5,38,48
spotifydown.com - To Ashes and Blood (from the series Arcane League of Legends),unknown,92,12,-1
Cookiee Kawaii - Violin (feat. Dear Silas),unknown,53,85,-1
SpotiDownloader.com - Rock That Body - Black Eyed Peas,unknown,31,74,211
Porter Robinson - Everything Goes On,unknown,79,28,-1
League of Legends - The Curse of the Sad Mummy,unknown,27,67,-1
Robin Hustin - Light It Up,unknown,68,27,13
spotifydown.com - The Phoenix,unknown,72,29,97
Sarah_Cothran_Baby_Why,Sarah,38,9,86
spotifydown.com - Too Sweet,unknown,83,10,0
SpotiMate.io - Only Girl _In The World_ - Rihanna,SpotiMate.io - Only Girl ,39,62,4
Rachel_Lorin_Funeral,Rachel,92,50,94
K-DA - POP-STARS,unknown,39,23,106
Joji - SLOW DANCING IN THE DARK,unknown,77,76,-1
SpotiDownloader.com - Control - Halsey,unknown,78,53,-1
Sarah Jeffery - Queen of Mean,unknown,14,1,-1
Cars Outside (Luca Schreiner Remix),unknown,53,62,-1
Cyn - Drinks,unknown,30,96,204
[SPOTDOWNLOADER.COM] cross my heart,unknown,7,37,-1
[SPOTDOWNLOADER.COM] Chihiro,unknown,69,4,-1
MØØNWATER_Darkside,MØØNWATER,15,60,-1
01 Legends Never Die,unknown,9,62,14
Massacre - Kim Petras,unknown,44,81,-1
SpotiMate.io - The Other Woman - Lana Del Rey,unknown,8,39,-1
Wheatus - Teenage Dirtbag,unknown,37,45,-1
[SPOTDOWNLOADER.COM] Creatures in Heaven,unknown,84,101,170
01 _Slut!_ (Taylor's Version) [From,01 ,30,96,-1
spotifydown.com - us. (feat. Taylor Swift),unknown,87,7,-1
spotifydown.com - Iris,unknown,33,2,150
League of Legends - Piercing Light,unknown,72,5,20
SpotiDownloader.com - Anxiety - Doechii,unknown,44,81,44
Desperado - Rihanna,unknown,53,85,-1
spotifydown.com - Hellfire (from the series Arcane League of Legends),unknown,68,27,27
spotidownloader.com - After Midnight - Chappell Roan,unknown,72,5,20
FLETCHER_Last_Laugh,FLETCHER,33,38,-1
Misha Mansoor - The Beast (from the series Arcane League of Legends),unknown,92,50,118
Chase Atlantic - Slow Down,unknown,32,29,91
Bryce Fox - Horns,unknown,9,14,89
Lolo_Hit_and_Run,Lolo,103,18,-1
David Kushner - Dead Man,unknown,8,55,-1
Noah Kahan - Stick Season,unknown,38,9,174
SpotiDownloader.com - Love Me Not - Ravyn Lenae,unknown,25,42,37
SpotiMate.io - Dracula - Tame Impala,unknown,5,68,87
SpotiDownloader.com - There's Nothing Holdin' Me Back - Shawn Mendes,unknown,46,57,83
Neoni - OUTLAW,unknown,60,92,-1
SpotiDownloader.com - Drinking with Cupid - VOILÀ,unknown,38,9,-1
SpotiDownloader.com - Supercut - Lorde,unknown,44,86,-1
Bebe Rexha - I'm Gonna Show You Crazy,unknown,33,2,8
Bastille - Bad Blood,unknown,92,50,118
Melanie Martinez - Mad Hatter,unknown,88,35,-1
Lady_Gaga_Bloody_Mary,Lady,88,0,116
Besomorph - Army,unknown,2,11,-1
SpotiDownloader.com - Starboy - The Weeknd,unknown,84,101,14
Will Jay - I Need Control,unknown,12,56,-1
SpotiDownloader.com - Just Keep Watching (From F1® The Movie) - Tate McRae,unknown,0,72,-1
Ava Max - Belladonna,unknown,83,10,0
[SPOTDOWNLOADER.COM] CRAZY,unknown,28,10,-1
BIRDY RHODES - Let It All Go,unknown,76,14,183
Wheatus - Teenage Dirtbag,unknown,70,57,-1
SpotiDownloader.com - 12 to 12 - sombr,unknown,26,20,50
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,66,0,111
[SPOTDOWNLOADER.COM] Pink Pony Club,unknown,46,57,52
spotifydown.com - Welcome to the Black Parade,unknown,47,34,27
spotifydown.com - Sucker (from the series Arcane League of Legends),unknown,7,37,65
spotifydown.com - Enemy with JID (Opening Title Version),unknown,70,40,0
Anson Seabra - Keep Your Head Up Princess,unknown,61,41,-1
Natalie Jane - AVA,unknown,9,14,119
Labrinth - Jealous,unknown,85,12,70
SpotiMate.io - A Little Death - The Neighbourhood,unknown,89,95,-1
SpotiMate.io - The Last Of The Real Ones - Fall Out Boy,unknown,102,8,-1
Neoni - LOSER,unknown,53,62,4
Jades_Goudreault_nuh_uh,Jades,96,80,-1
SpotiMate.io - Space Song - Beach House,unknown,85,12,181
Chicago - Cell Block Tango,unknown,22,35,166
NF - The Search,unknown,10,70,77
spotifydown.com - Welcome to the Black Parade,unknown,87,33,-1
SpotiDownloader.com - Je te laisserai des mots - Patrick Watson,unknown,17,100,-1
K-391 - Aurora,unknown,39,62,4
Lewis Capaldi - Before You Go,unknown,32,29,2
spotifydown.com - II MOST WANTED,unknown,25,42,39
[SPOTDOWNLOADER.COM] Video Games,unknown,17,48,-1
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,80,39,-1
League of Legends - Legends Never Die,unknown,39,62,14
SpotiDownloader.com - Illegal - PinkPantheress,unknown,38,9,76
Everybody_Loves_an_Outlaw_I_See_Red,Everybody,43,18,-1
Egzod - Royalty,unknown,72,5,20
Harry Styles - Sweet Creature,unknown,0,60,-1
[SPOTDOWNLOADER.COM] Pink Pony Club,unknown,46,57,52
spotidownloader.com - Busy Woman - Sabrina Carpenter,unknown,90,2,159
Stephen Dawes - Teenage Dream,unknown,61,41,-1
spotifydown.com - Oblivions,unknown,73,6,-1
spotidownloader.com - Naked In Manhattan - Chappell Roan,unknown,46,57,0
[SPOTDOWNLOADER.COM] Come Play (from the series Arcane League of Legends),unknown,70,40,0
Bebe Rexha - I'm Gonna Show You Crazy,unknown,39,23,42
spotifydown.com - Hero,unknown,44,81,-1
SpotiMate.io - Lovers Rock - TV Girl,unknown,53,14,14
05. Enemy feat. J.I.D. (from the series Arcane League of Legends),unknown,5,38,48
"Jnr Choi, Sam Tompkins - TO THE MOON",unknown,7,37,-1
SpotiDownloader.com - Heavy - The Marías,unknown,63,61,-1
Little Mermaid - Poor Unfortunate Souls,unknown,45,7,199
Alec Benjamin - One Wrong Turn,unknown,97,12,-1
spotifydown.com - I Can't Hear It Now (from the series Arcane League of Legends),unknown,15,99,-1
She Bad (64 kbps),unknown,11,11,-1
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,66,0,111
Cute_Whore_Cult_Leader,Cute,63,61,-1
SpotiMate.io - The Water Is Fine - Chloe Ament,unknown,25,26,-1
Robin Hustin - Light It Up,unknown,46,9,35
SpotiMate.io - What Have They Done To Us _ft. Sasha Alex Sloan_ _from the series Arcane League of Legends_ - Mako,SpotiMate.io - What Have They Done To Us ,39,60,-1
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,59,88,120
SpotiDownloader.com - MAMMAMIA - Måneskin,unknown,84,101,26
Maisie Peters - Smile,unknown,39,23,201
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,89,102,202
Jvke - this is what sadness feels like,unknown,15,16,-1
spotifydown.com - I Can't Hear It Now (from the series Arcane League of Legends),unknown,48,79,-1
[SPOTDOWNLOADER.COM] TIMEZONE,unknown,83,10,0
Hailee Steinfeld - SunKissing,unknown,83,10,0
[SPOTDOWNLOADER.COM] Too Well,unknown,39,23,106
K-DA - VILLAIN,unknown,39,68,131
Unlike Pluto - Worst in Me,unknown,46,38,67
Tokyo_Project_-_My_Perfection_(mp3.pm),Tokyo,21,33,-1
Billie Eilish - idontwannabeyouanymore,unknown,44,60,167
Transviolet_Destroy_Destroy_Destroy,Transviolet,38,9,-1
spotifydown.com - Become the Beast - Karliene,unknown,65,2,107
"Ashnikko, Yung Baby Tate - STUPID",unknown,79,37,-1
SpotiDownloader.com - Tangerine (feat. d4vd) - Damiano David,unknown,10,70,-1
Maisie Peters - Smile,unknown,39,23,201
SpotiMate.io - Man I Need - Olivia Dean,unknown,85,12,57
Lana Del Rey - Radio,unknown,56,70,-1
14 - twenty one pilots - Drag Path,unknown,24,19,151
Lewis Capaldi - Hold Me While You Wait,unknown,44,81,44
Griff - Black Hole,unknown,37,45,-1
SpotiDownloader.com - Falling In Love - Cigarettes After Sex,unknown,99,49,-1
SpotiDownloader.com - Mercy - Shawn Mendes,unknown,32,85,-1
SpotiDownloader.com - We Hug Now - Sydney Rose,unknown,92,50,118
Halsey - Gasoline,unknown,16,69,171
spotifydown.com - Francesca,unknown,70,40,0
Imagine_Dragons_Enemy_feat_J_I_D,Imagine,65,2,-1
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,80,39,-1
Aly_AJ_Potential_Breakup_Song,Aly,72,5,20
SpotiMate.io - Worlds Collide _Inspired by Arcane League of Legends_ - JVKE,SpotiMate.io - Worlds Collide ,102,57,-1
League of Legends - Burn It All Down,unknown,13,0,-1
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,58,93,-1
SpotiMate.io - Vienna - Billy Joel,unknown,38,9,-1
spotifydown.com - Houdini,unknown,43,35,-1
Grant Knoche - ICARUS,unknown,38,9,86
spotifydown.com - High,unknown,53,85,14
Cute_Whore_Cult_Leader,Cute,44,81,115
VALORANT - RENEGADE,unknown,9,14,89
Soap&Skin - Me and the Devil,unknown,97,3,-1
"01 Take Over (feat. Jeremy McKinnon,",unknown,10,42,138
SpotiDownloader.com - My Girl - Isabel LaRosa,unknown,103,21,-1
SpotiDownloader.com - Alter Ego (with JT) - Doechii,unknown,31,2,22
"spotifydown.com - No Light, No Light",unknown,72,29,113
SpotiDownloader.com - her - JVKE,unknown,29,24,-1
DPR IAN - So I Danced,unknown,9,14,89
Emily Browning - Sweet Dreams (Are Made Of This),unknown,57,64,-1
Lana Del Rey – Season of the Witch,unknown,27,48,-1
Linkin Park - Over Each Other,unknown,72,5,20
SpotiDownloader.com - Too Much - Dove Cameron,unknown,53,85,14
spotifydown.com - Wildflower and Barley,unknown,84,101,26
Banners - Someone To You,unknown,32,29,88
SpotiDownloader.com - My Girl - Isabel LaRosa,unknown,64,56,123
Jade LeMac - Aimed to Kill,unknown,78,53,-1
SpotiDownloader.com - undressed - sombr,unknown,9,101,14
Alec Benjamin - One Wrong Turn,unknown,37,80,-1
spotifydown.com - Die With A Smile,unknown,25,42,-1
spotifydown.com - Car Radio - Twenty One Pilots,unknown,72,5,20
[SPOTDOWNLOADER.COM] Naked,unknown,1,50,168
Alma_LA_Money,Alma,33,89,-1
Jvke - this is what sadness feels like,unknown,86,98,105
[SPOTDOWNLOADER.COM] Kaleidoscope,unknown,66,0,-1
Cloudy_June_Pretty_Pills_for_Broken_Hearts,Cloudy,21,33,-1
I Monster - Who Is She,unknown,51,95,-1
SpotiDownloader.com - Drinking with Cupid - VOILÀ,unknown,32,29,164
The Whole Being Dead Thing,unknown,16,69,-1
Jessie Murph - Pray,unknown,13,58,-1
Panic Room - Au-Ra,unknown,49,31,-1
spotifydown.com - A Bar Song (Tipsy),unknown,70,40,0
SpotiDownloader.com - Rock That Body - Black Eyed Peas,unknown,31,10,0
spotifydown.com - Miserable Man,unknown,67,13,-1
Muse - Supermassive Black Hole,unknown,32,29,-1
Kailee Morgue - Siren,unknown,13,0,-1
SpotiDownloader.com - Anxiety - Doechii,unknown,49,31,-1
SpotiDownloader.com - Give Your Heart A Break (with robbietheused) - Rock Version - Demi Lovato,unknown,100,9,133
Winona Oak - SHE,unknown,9,14,14
SpotiMate.io - Dracula - Tame Impala,unknown,5,68,87
spotifydown.com - Car Radio - Twenty One Pilots,unknown,72,5,20
Sabai - Scared,unknown,46,57,100
Bebe Rexha - Break My Heart Myself (feat. Travis Barker),unknown,46,57,207
VALORANT - Die For You,unknown,72,5,20
spotifydown.com - CORALINE - Måneskin,unknown,69,4,28
spotifydown.com - Wildflower and Barley,unknown,9,14,14
SpotiDownloader.com - Before He Cheats - Carrie Underwood,unknown,72,29,97
spotifydown.com - Use Somebody - Kings of Leon,unknown,19,17,-1
SpotiDownloader.com - The First Time - Damiano David,unknown,47,34,27
spotifydown.com - Better People To Leave On Read,unknown,88,35,-1
Royal & the Serpent - Wasteland (from the series Arcane League of Legends),unknown,49,31,-1
SpotiDownloader.com - Duvet - bôa,unknown,39,62,144
SpotiDownloader.com - Next Semester - Twenty One Pilots,unknown,47,34,175
SpotiMate.io - Let Down - Radiohead,unknown,46,57,0
spotidownloader.com - Sunburn - Brian Cheng,unknown,27,67,158
Paris Paloma - labour,unknown,24,19,-1
spotifydown.com - New Woman (feat. ROSALÍA),unknown,72,5,20
SpotiDownloader.com - Manchild - Sabrina Carpenter,unknown,32,29,-1
spotifydown.com - So What,unknown,5,38,-1
SpotiDownloader.com - party 4 u - Charli xcx,unknown,30,96,-1
Moncrieff_Serial_Killer,Moncrieff,9,62,19
spotifydown.com - Mystery of Love,unknown,8,55,-1
SpotiDownloader.com - Apocalypse - Cigarettes After Sex,unknown,84,86,-1
SpotiMate.io - Vienna - Billy Joel,unknown,61,41,-1
SpotiMate.io - Alejandro - Lady Gaga,unknown,5,68,0
SpotiMate.io - Music To Watch Boys To - Lana Del Rey,unknown,97,3,45
Neoni - OUTLAW,unknown,9,14,14
spotifydown.com - TEXAS HOLD 'EM,unknown,84,101,26
spotifydown.com - Feels Like,unknown,97,3,-1
SpotiDownloader.com - Nothing Breaks Like a Heart - Spotify Singles - Damiano David,unknown,89,102,202
Mad_Tsai_killer_queen,Mad,102,8,59
Lady_Gaga_Bloody_Mary,Lady,70,57,0
SpotiMate.io - Chemtrails Over The Country Club - Lana Del Rey,unknown,50,3,-1
Bon Jovi - It's My Life,unknown,72,34,20
spotifydown.com - Don't Go Insane,unknown,9,62,14
[SPOTDOWNLOADER.COM] For Cryin' Out Loud!,unknown,92,50,-1
SpotiMate.io - Poker Face - Lady Gaga,unknown,72,29,97
spotifydown.com - Dog Days Are Over,unknown,10,97,-1
Neoni - DARKSIDE,unknown,25,12,24
Creepy Nuts - Bling-Bang-Bang-Born,unknown,9,14,11
spotifydown.com - Mystery of Love,unknown,50,3,-1
[SPOTDOWNLOADER.COM] CASTLE OF GLASS,unknown,66,0,111
K-DA - VILLAIN,unknown,53,62,14
Why_d_you_only_call_me_when_you_re_high,Why,9,14,14
spotifydown.com - Backslide,unknown,102,8,-1
spotifydown.com - Fourth of July,unknown,27,48,-1
